,EPIC,todrop,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,RAJ2000_Curtis,DEJ2000_Curtis,2MASS_id_Curtis,PMem_Curtis,RAJ2000_Olivares,DEJ2000_Olivares,PMem_Olivares,EPIC_Olivares,dist_Curtis_Olivares,RAJ2000_Curtis_Olivares,DEJ2000_Curtis_Olivares,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_Curtis_Olivares_GaiaC,RAJ2000_Curtis_Olivares_GaiaC,DEJ2000_Curtis_Olivares_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_Curtis_Olivares_GaiaC_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,Gflux_Gaia,e_Gflux_Gaia,G_Gaia,BPflux_Gaia,e_BPflux_Gaia,BP_Gaia,RPflux_Gaia,e_RPflux_Gaia,RP_Gaia,BPRP_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,Ext_BPRP_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,J_2MASS,H_2MASS,K_2MASS,e_J_2MASS,e_H_2MASS,e_K_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,g_PS1,e_g_PS1,gFlags_PS1,r_PS1,e_r_PS1,rFlags_PS1,i_PS1,e_i_PS1,iFlags_PS1,z_PS1,e_z_PS1,zFlags_PS1,y_PS1,e_y_PS1,yFlags_PS1,angDist_PS1,elo_Ext_BPRP_Gaia,eup_Ext_BPRP_Gaia,Teff_StarHorse,e_Teff_StarHorse,e_G_Gaia,e_BP_Gaia,e_RP_Gaia,BPRP_Gaia_corr,e_BPRP_Gaia_corr,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,i_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,y_SDSS,e_y_SDSS,bayestar2019_ext,bayestar2019_ext_err,bayestar2019_flags
165,219597943.0,,KTWO219597943-C07,7.0,9.0,288.88677,-16.34414,SC,1.3,1.7,-26.2,1.8,,,,,10.845,0.047,10.225,0.038,10.656,0.17,10.088,0.03,9.904,0.03,,,9.03,0.026,8.818,0.024,8.724,0.021,10.13,gri,,6296-199-1,,369-165376,19153282-1620388,AAA-122-111-000-0-0,0.999,0.0007,1.0,,,,10.0,4.0,32.0,,,0.003,288.88677,-16.34414,288.88675,-16.3441111,191532821620388.0,0.9,288.88677332,-16.3441391704,0.923951782252215,219597943.0,0.1292347292580961,288.88676166,-16.3441251352,4.088048523454649e+18,288.88677,-16.34425,0.9,0.4504356164413811,288.886763745,-16.344156351400002,288.88677116137,-16.34425496276,4.088048523454649e+18,1.0,0.3559241771856886,0.9309879455630538,288.8867733196782,-16.3441391704186,0.001,0.001,90.0,4.08804852345465e+18,288.88677116137,0.0474,-16.34425496276,0.0377,3.2328,0.0488,-0.48100000000000004,0.091,-26.894000000000002,0.076,False,1720390.0,1755.18,10.099300999999999,909814.0,918.197,10.454007,1140170.0,1465.95,9.619494,0.834513,42.07,0.24,4.0,5745.67,,0.2595666666666666,2.58,6.513999999999999,0.01185,19153282-1620388,288.886771,-16.344131,0.06,0.06,90.0,9.00436651721373,8.80283398079127,8.714214845602214,0.028802468423695472,0.025095042998613183,0.02152626410312449,AAA,122.0,0.0,2451319.7865,0.032583999999999995,8.838288886914741e+16,288.886771,-16.344131,0.052000000000000005,0.052000000000000005,90.0,1409359872.0,168.0,51319.28649306,5.0,38.0,,,114724.0,,,114724.0,,,114724.0,,,114724.0,,,114724.0,0.032583999999999995,0.2030153846153846,0.4633076923076923,,,0.0011071274728363155,0.0010951876004820168,0.0013950662266829492,0.5749463333333333,0.333166259329657,,,,,,,,,,,0.03233692795038223,0.01563369251787662,10
166,219597943.0,,KTWO219597943-C07,7.0,9.0,288.88677,-16.34414,LC,1.3,1.7,-26.2,1.8,,,,,10.845,0.047,10.225,0.038,10.656,0.17,10.088,0.03,9.904,0.03,,,9.03,0.026,8.818,0.024,8.724,0.021,10.13,gri,,6296-199-1,,369-165376,19153282-1620388,AAA-122-111-000-0-0,0.999,0.0007,1.0,112.678,87.21799999999998,73.334,10.0,4.0,32.0,,,0.003,288.88677,-16.34414,288.88675,-16.3441111,191532821620388.0,0.9,288.88677332,-16.3441391704,0.923951782252215,219597943.0,0.1292347292580961,288.88676166,-16.3441251352,4.088048523454649e+18,288.88677,-16.34425,0.9,0.4504356164413811,288.886763745,-16.344156351400002,288.88677116137,-16.34425496276,4.088048523454649e+18,1.0,0.3559241771856886,0.9309879455630538,288.8867733196782,-16.3441391704186,0.001,0.001,90.0,4.08804852345465e+18,288.88677116137,0.0474,-16.34425496276,0.0377,3.2328,0.0488,-0.48100000000000004,0.091,-26.894000000000002,0.076,False,1720390.0,1755.18,10.099300999999999,909814.0,918.197,10.454007,1140170.0,1465.95,9.619494,0.834513,42.07,0.24,4.0,5745.67,,0.2595666666666666,2.58,6.513999999999999,0.01185,19153282-1620388,288.886771,-16.344131,0.06,0.06,90.0,9.00436651721373,8.80283398079127,8.714214845602214,0.028802468423695472,0.025095042998613183,0.02152626410312449,AAA,122.0,0.0,2451319.7865,0.032583999999999995,8.838288886914741e+16,288.886771,-16.344131,0.052000000000000005,0.052000000000000005,90.0,1409359872.0,168.0,51319.28649306,5.0,38.0,,,114724.0,,,114724.0,,,114724.0,,,114724.0,,,114724.0,0.032583999999999995,0.2030153846153846,0.4633076923076923,,,0.0011071274728363155,0.0010951876004820168,0.0013950662266829492,0.5749463333333333,0.333166259329657,,,,,,,,,,,0.03233692795038223,0.01563369251787662,10
167,219331767.0,,KTWO219331767-C07,7.0,9.0,288.85995,-17.004416,LC,-0.7,2.5,-29.0,2.5,,,,,10.894,0.045,10.253,0.035,10.703,0.32,10.045,0.04,9.914,0.04,,,9.076,0.024,8.875,0.024,8.835,0.023,10.151,gri,,6300-697-1,,365-169803,19152638-1700159,AAA-122-111-000-0-0,0.973,0.027000000000000003,1.0,84.79299999999998,76.53,82.07,10.0,1.0,29.0,,,0.002,288.85995,-17.004416,288.8599167,-17.0044167,191526381700159.0,0.9,,,,,,288.8599167,-17.0044167,,,,,,288.8599167,-17.0044167,,,,,,0.9,288.8599446421235,-17.004429689797803,0.002,0.002,90.0,4.087800583580448e+18,288.85993071935,0.0652,-17.00453678976,0.0617,3.8633,0.0763,-3.092,0.127,-24.875,0.10800000000000001,True,1742580.0,614.0930000000002,10.085386,952320.0,1223.06,10.404431,1120440.0,2511.19,9.638453,0.765979,41.97,0.63,7.0,5808.17,,0.2595666666666666,2.12,4.602,0.052622,19152638-1700159,288.859931,-17.004419,0.06,0.06,90.0,9.068073000177183,8.87031000010483,8.831974000067637,0.025247195592259034,0.024443818774609313,0.023193755007759352,AAA,122.0,0.0,2451319.787,0.066295,8.759288860028506e+16,288.85993116,-17.00453358,0.001,0.001,90.0,1141006336.0,136.0,51785.72040509,2.0,54.0,,,16484.0,,,16484.0,,,68.0,,,32868.0,,,32868.0,0.428228,0.2030153846153846,0.4633076923076923,,,0.0003825509010612016,0.0013935111422763702,0.00243068712308367,0.5064123333333334,0.33317331949490364,,,,,,,,,,,0.009999999776482582,0.009886650405824185,10
168,219630458.0,,KTWO219630458-C07,7.0,9.0,288.99339,-16.257172,SC,-0.4,1.8,-28.2,1.8,,,,,11.06,0.062,10.271,0.042,10.708,0.08,10.2,0.04,10.007,0.02,,,9.197,0.026,8.915,0.026,8.802,0.021,10.217,gri,,6296-377-1,,369-165565,19155841-1615258,AAA-222-111-000-0-0,0.999,0.002,1.0,,,,10.0,4.0,32.0,,,0.004,288.99339,-16.257172,288.993375,-16.2571667,191558411615258.0,0.9,288.99339651599996,-16.2571728531,0.9287316675709152,219630458.0,0.07758962290971612,288.993385758,-16.25716977655,4.184126426467204e+18,288.99339,-16.25729,0.9,0.4330526508422841,288.99338681849997,-16.2571998324125,288.99339414432,-16.25729093326,4.184126426467204e+18,1.0,0.3289388772640137,0.9321829168927288,288.99339651605135,-16.2571728531017,0.001,0.001,90.0,4.184126426467204e+18,288.99339414432,0.0344,-16.25729093326,0.0323,3.2341,0.0403,-0.529,0.067,-27.425,0.059000000000000004,True,1532730.0,925.8710000000001,10.224704,805049.0,912.664,10.586832000000001,1028750.0,817.188,9.731143,0.8556889999999999,41.15,0.35,5.0,5639.0,,0.2595666666666666,2.53,5.843999999999999,0.022728,19155841-1615258,288.9934,-16.257177,0.06,0.06,90.0,9.11773000472486,8.868100002795456,8.771740001803636,0.027936431626321725,0.026693829222105163,0.0213592987832492,AAA,222.0,0.0,2451319.7893,0.038967,8.849288993504173e+16,288.99339425,-16.25728714,0.001,0.001,90.0,1409441792.0,168.0,51484.77782407,1.0,39.0,,,68.0,,,68.0,,,114788.0,,,68.0,,,68.0,0.414764,0.2030153846153846,0.4633076923076923,,,0.0006556589669239249,0.0012301749153256346,0.0008621126515229205,0.5961223333333333,0.33316492504254613,,,,,,,,,,,0.09999999403953552,0.012892386913299553,10
169,219630458.0,,KTWO219630458-C07,7.0,9.0,288.99339,-16.257172,LC,-0.4,1.8,-28.2,1.8,,,,,11.06,0.062,10.271,0.042,10.708,0.08,10.2,0.04,10.007,0.02,,,9.197,0.026,8.915,0.026,8.802,0.021,10.217,gri,,6296-377-1,,369-165565,19155841-1615258,AAA-222-111-000-0-0,0.999,0.002,1.0,,,,10.0,4.0,32.0,,,0.004,288.99339,-16.257172,288.993375,-16.2571667,191558411615258.0,0.9,288.99339651599996,-16.2571728531,0.9287316675709152,219630458.0,0.07758962290971612,288.993385758,-16.25716977655,4.184126426467204e+18,288.99339,-16.25729,0.9,0.4330526508422841,288.99338681849997,-16.2571998324125,288.99339414432,-16.25729093326,4.184126426467204e+18,1.0,0.3289388772640137,0.9321829168927288,288.99339651605135,-16.2571728531017,0.001,0.001,90.0,4.184126426467204e+18,288.99339414432,0.0344,-16.25729093326,0.0323,3.2341,0.0403,-0.529,0.067,-27.425,0.059000000000000004,True,1532730.0,925.8710000000001,10.224704,805049.0,912.664,10.586832000000001,1028750.0,817.188,9.731143,0.8556889999999999,41.15,0.35,5.0,5639.0,,0.2595666666666666,2.53,5.843999999999999,0.022728,19155841-1615258,288.9934,-16.257177,0.06,0.06,90.0,9.11773000472486,8.868100002795456,8.771740001803636,0.027936431626321725,0.026693829222105163,0.0213592987832492,AAA,222.0,0.0,2451319.7893,0.038967,8.849288993504173e+16,288.99339425,-16.25728714,0.001,0.001,90.0,1409441792.0,168.0,51484.77782407,1.0,39.0,,,68.0,,,68.0,,,114788.0,,,68.0,,,68.0,0.414764,0.2030153846153846,0.4633076923076923,,,0.0006556589669239249,0.0012301749153256346,0.0008621126515229205,0.5961223333333333,0.33316492504254613,,,,,,,,,,,0.09999999403953552,0.012892386913299553,10
170,219602826.0,,KTWO219602826-C07,7.0,9.0,288.814185,-16.330999,SC,-3.5,2.0,-23.3,2.1,,,,,11.066,0.057,10.323,0.041,10.804,0.07,10.311,0.04,10.164,0.09,,,9.303,0.026,,,8.976,0.023,10.356,gri,,6296-219-1,,369-165257,19151540-1619517,AEA-122-111-000-0-0,0.988,0.012,1.0,,,,10.0,4.0,32.0,11.9,,0.005,288.814185,-16.330999,288.8141667,-16.3310278,191515401619517.0,0.9,288.81420051599997,-16.3310178372,0.9525309230351828,219602826.0,0.12220745019756694,288.814183608,-16.331022818599994,4.088049451167613e+18,288.8142,-16.331129999999998,0.9,0.3899866100338297,288.814187706,-16.33104961395,288.81419651903,-16.33113109918,4.088049451167613e+18,1.0,0.2949226512556166,0.9381327307587958,288.81420051613037,-16.3310178372223,0.003,0.002,90.0,4.088049451167613e+18,288.81419651903,0.1013,-16.33113109918,0.0676,3.0705,0.0522,-0.8909999999999999,0.196,-26.305999999999997,0.128,False,1372140.0,817.071,10.344872,730344.0,798.062,10.69257,914712.0,871.0219999999997,9.858709,0.83386,41.25,0.25,3.0,5711.07,,0.2595666666666666,2.45,5.773,0.08644199999999999,19151540-1619517,288.8141770000001,-16.331032,0.06,0.06,0.0,9.247326523503661,,8.954747579175235,0.028033447074130396,0.03259541778815775,0.023345468458525375,AEA,122.0,0.0,2451319.7795,0.121973,8.84028881426931e+16,288.81419681,-16.33112739,0.001,0.001,90.0,1409441792.0,168.0,51479.45474537,0.0,73.0,,,68.0,,,16484.0,,,16484.0,,,16484.0,,,16484.0,0.464001,0.2030153846153846,0.4633076923076923,,,0.0006463331312599683,0.0011857586817898254,0.001033385525901931,0.5742933333333334,0.3331652512183042,,,,,,,,,,,0.07023271918296814,0.013223271518945694,10
171,219602826.0,,KTWO219602826-C07,7.0,9.0,288.814185,-16.330999,LC,-3.5,2.0,-23.3,2.1,,,,,11.066,0.057,10.323,0.041,10.804,0.07,10.311,0.04,10.164,0.09,,,9.303,0.026,,,8.976,0.023,10.356,gri,,6296-219-1,,369-165257,19151540-1619517,AEA-122-111-000-0-0,0.988,0.012,1.0,151.781,112.884,94.79,10.0,4.0,32.0,11.9,,0.005,288.814185,-16.330999,288.8141667,-16.3310278,191515401619517.0,0.9,288.81420051599997,-16.3310178372,0.9525309230351828,219602826.0,0.12220745019756694,288.814183608,-16.331022818599994,4.088049451167613e+18,288.8142,-16.331129999999998,0.9,0.3899866100338297,288.814187706,-16.33104961395,288.81419651903,-16.33113109918,4.088049451167613e+18,1.0,0.2949226512556166,0.9381327307587958,288.81420051613037,-16.3310178372223,0.003,0.002,90.0,4.088049451167613e+18,288.81419651903,0.1013,-16.33113109918,0.0676,3.0705,0.0522,-0.8909999999999999,0.196,-26.305999999999997,0.128,False,1372140.0,817.071,10.344872,730344.0,798.062,10.69257,914712.0,871.0219999999997,9.858709,0.83386,41.25,0.25,3.0,5711.07,,0.2595666666666666,2.45,5.773,0.08644199999999999,19151540-1619517,288.8141770000001,-16.331032,0.06,0.06,0.0,9.247326523503661,,8.954747579175235,0.028033447074130396,0.03259541778815775,0.023345468458525375,AEA,122.0,0.0,2451319.7795,0.121973,8.84028881426931e+16,288.81419681,-16.33112739,0.001,0.001,90.0,1409441792.0,168.0,51479.45474537,0.0,73.0,,,68.0,,,16484.0,,,16484.0,,,16484.0,,,16484.0,0.464001,0.2030153846153846,0.4633076923076923,,,0.0006463331312599683,0.0011857586817898254,0.001033385525901931,0.5742933333333334,0.3331652512183042,,,,,,,,,,,0.07023271918296814,0.013223271518945694,10
172,219560884.0,,KTWO219560884-C07,7.0,9.0,289.165725,-16.442148,SC,2.3,1.9,-25.0,1.8,,,,,10.998,0.054000000000000006,10.338,0.043,,,,,,,,,9.105,0.034,8.872,0.025,8.78,0.023,10.207,BV,,6296-1424-1,,368-170150,19163976-1626316,AAA-122-111-000-0-0,0.995,0.005,1.0,,,,10.0,4.0,32.0,,,0.003,289.165725,-16.442148,289.1656667,-16.4421111,191639761626316.0,0.9,,,,,,289.1656667,-16.4421111,,,,,,289.1656667,-16.4421111,,,,,,0.9,289.1656970298912,-16.4421568564468,0.009000000000000001,0.008,90.0,4.1839324313834767e+18,289.16569927788,0.3019,-16.44225700292,0.303,3.1566,0.3791,0.501,0.59,-23.26,0.488,True,1630290.0,365.01099999999997,10.157701,873543.0,699.279,10.498178,1081100.0,1585.51,9.677253,0.820925,,,0.0,5704.67,,0.2595666666666666,2.61,6.492999999999999,0.101702,19163976-1626316,289.165682,-16.442129,0.06,0.06,90.0,9.06536500236243,8.84855000139773,8.764870000901817,0.035392353473058816,0.02566751265534685,0.02330406200815912,AAA,122.0,0.0,2451319.7962,0.163468,8.826289165752987e+16,289.1656986,-16.44225456,0.001,0.001,90.0,1409359872.0,168.0,51319.29619213,3.0,54.0,,,68.0,,,114788.0,,,114788.0,,,68.0,,,114788.0,0.39429699999999995,0.2030153846153846,0.4633076923076923,,,0.00024306184750334505,0.0008687938697743529,0.0015911428467777211,0.5613583333333334,0.33316647077460565,,,,,,,,,,,0.04999999701976776,0.012400000467896456,10
173,219560884.0,,KTWO219560884-C07,7.0,9.0,289.165725,-16.442148,LC,2.3,1.9,-25.0,1.8,,,,,10.998,0.054000000000000006,10.338,0.043,,,,,,,,,9.105,0.034,8.872,0.025,8.78,0.023,10.207,BV,,6296-1424-1,,368-170150,19163976-1626316,AAA-122-111-000-0-0,0.995,0.005,1.0,,,,10.0,4.0,32.0,,,0.003,289.165725,-16.442148,289.1656667,-16.4421111,191639761626316.0,0.9,,,,,,289.1656667,-16.4421111,,,,,,289.1656667,-16.4421111,,,,,,0.9,289.1656970298912,-16.4421568564468,0.009000000000000001,0.008,90.0,4.1839324313834767e+18,289.16569927788,0.3019,-16.44225700292,0.303,3.1566,0.3791,0.501,0.59,-23.26,0.488,True,1630290.0,365.01099999999997,10.157701,873543.0,699.279,10.498178,1081100.0,1585.51,9.677253,0.820925,,,0.0,5704.67,,0.2595666666666666,2.61,6.492999999999999,0.101702,19163976-1626316,289.165682,-16.442129,0.06,0.06,90.0,9.06536500236243,8.84855000139773,8.764870000901817,0.035392353473058816,0.02566751265534685,0.02330406200815912,AAA,122.0,0.0,2451319.7962,0.163468,8.826289165752987e+16,289.1656986,-16.44225456,0.001,0.001,90.0,1409359872.0,168.0,51319.29619213,3.0,54.0,,,68.0,,,114788.0,,,114788.0,,,68.0,,,114788.0,0.39429699999999995,0.2030153846153846,0.4633076923076923,,,0.00024306184750334505,0.0008687938697743529,0.0015911428467777211,0.5613583333333334,0.33316647077460565,,,,,,,,,,,0.04999999701976776,0.012400000467896456,10
174,219736350.0,,KTWO219736350-C07,7.0,9.0,288.90114,-15.962806,SC,3.9,2.1,-27.7,2.1,,,,,10.94,0.047,10.395,0.041,10.632,0.04,10.113,0.01,9.953,0.06,,,9.067,0.03,8.781,0.033,8.755,0.023,10.157,gri,,6296-564-1,,371-165005,19153626-1557460,AAA-112-111-000-0-0,0.969,0.031,1.0,,,,10.0,4.0,32.0,,,0.003,288.90114,-15.962806,288.9010833,-15.9627778,191536261557460.0,0.9,288.901113464,-15.9628038379,0.9470452801485372,219736350.0,0.14030876710097698,288.901098382,-15.96279081895,4.184147420267682e+18,288.90111,-15.96292,0.9,0.4667870676612422,288.9011012865,-15.962823114212501,288.9011097741,-15.96292030536,4.184147420267682e+18,1.0,0.3511192405610081,0.9367613200371344,288.9011134641465,-15.962803837867101,0.001,0.001,90.0,4.1841474202676833e+18,288.9011097741,0.0426,-15.96292030536,0.0435,3.3391,0.0485,-0.8240000000000001,0.078,-27.051,0.068,False,1613970.0,580.706,10.168625,840843.0,749.4010000000003,10.539601,1096480.0,1645.14,9.661914999999999,0.8776870000000001,42.03,0.11,2.0,5445.5,,0.2595666666666666,2.72,5.879,0.092175,19153626-1557460,288.9011040000001,-15.962782,0.06,0.06,90.0,8.979803000472486,8.729410000279547,8.721714000180365,0.030220793922875296,0.0330704456734361,0.023042082232094457,AAA,112.0,0.0,2451319.7862,0.151627,8.884288901349474e+16,288.90150969,-15.96238928,0.001,0.001,90.0,1075314688.0,128.0,55851.71769676,1.0,20.0,,,56.0,,,56.0,,,56.0,,,114744.0,,,56.0,1.971768,0.2030153846153846,0.4633076923076923,,,0.000390577352747227,0.0009672310163102005,0.0016277993356701072,0.6181203333333335,0.3331669190909795,,,,,,,,,,,0.10999999940395355,0.004600001126527781,10
175,219736350.0,,KTWO219736350-C07,7.0,9.0,288.90114,-15.962806,LC,3.9,2.1,-27.7,2.1,,,,,10.94,0.047,10.395,0.041,10.632,0.04,10.113,0.01,9.953,0.06,,,9.067,0.03,8.781,0.033,8.755,0.023,10.157,gri,,6296-564-1,,371-165005,19153626-1557460,AAA-112-111-000-0-0,0.969,0.031,1.0,86.859,69.307,59.911,10.0,4.0,32.0,,,0.003,288.90114,-15.962806,288.9010833,-15.9627778,191536261557460.0,0.9,288.901113464,-15.9628038379,0.9470452801485372,219736350.0,0.14030876710097698,288.901098382,-15.96279081895,4.184147420267682e+18,288.90111,-15.96292,0.9,0.4667870676612422,288.9011012865,-15.962823114212501,288.9011097741,-15.96292030536,4.184147420267682e+18,1.0,0.3511192405610081,0.9367613200371344,288.9011134641465,-15.962803837867101,0.001,0.001,90.0,4.1841474202676833e+18,288.9011097741,0.0426,-15.96292030536,0.0435,3.3391,0.0485,-0.8240000000000001,0.078,-27.051,0.068,False,1613970.0,580.706,10.168625,840843.0,749.4010000000003,10.539601,1096480.0,1645.14,9.661914999999999,0.8776870000000001,42.03,0.11,2.0,5445.5,,0.2595666666666666,2.72,5.879,0.092175,19153626-1557460,288.9011040000001,-15.962782,0.06,0.06,90.0,8.979803000472486,8.729410000279547,8.721714000180365,0.030220793922875296,0.0330704456734361,0.023042082232094457,AAA,112.0,0.0,2451319.7862,0.151627,8.884288901349474e+16,288.90150969,-15.96238928,0.001,0.001,90.0,1075314688.0,128.0,55851.71769676,1.0,20.0,,,56.0,,,56.0,,,56.0,,,114744.0,,,56.0,1.971768,0.2030153846153846,0.4633076923076923,,,0.000390577352747227,0.0009672310163102005,0.0016277993356701072,0.6181203333333335,0.3331669190909795,,,,,,,,,,,0.10999999940395355,0.004600001126527781,10
176,219676654.0,,KTWO219676654-C07,7.0,9.0,289.13934,-16.130978,SC,-4.3,2.2,-26.6,2.2,,,,,11.137,0.062,10.425999999999998,0.046,10.733,0.03,10.345999999999998,0.04,10.141,0.06,,,9.316,0.023,9.047,0.023,8.952,0.023,10.318,gri,,6296-1416-1,,370-168630,19163344-1607515,AAA-222-111-000-0-0,0.999,0.001,1.0,,,,10.0,4.0,32.0,,,0.0006602,289.13934,-16.130978,289.1393333000001,-16.1309722,191633441607515.0,0.9,,,,,,289.1393333000001,-16.1309722,,,,,,289.1393333000001,-16.1309722,,,,,,0.9,289.1393497430177,-16.1309864232233,0.002,0.002,90.0,4.1841347071641446e+18,289.13934440916,0.0772,-16.13109990455,0.0796,2.1748,0.1198,-1.19,0.149,-26.357,0.12,True,1398240.0,661.988,10.32441,750591.0,652.5169999999998,10.66288,918434.0,1276.14,9.854301,0.808579,40.32,1.85,7.0,5884.8,,0.2595666666666666,3.28,11.606,0.04533,19163344-1607515,289.139352,-16.130993,0.06,0.06,90.0,9.22077367937267,8.99065946212411,8.91564894080758,0.023810761180975228,0.02328701687180971,0.023119914110679367,AAA,222.0,0.0,2451319.796,0.068104,8.864289139499304e+16,289.139352,-16.130993,0.052000000000000005,0.052000000000000005,90.0,1140924416.0,136.0,51319.29599537,4.0,41.0,,,32888.0,,,16504.0,,,65656.0,,,114808.0,,,32888.0,0.068104,0.2030153846153846,0.4633076923076923,,,0.0005139133838883294,0.0009434613037323953,0.00150755492215873,0.5490123333333334,0.33316628513571733,,,,,,,,,,,0.12012907862663269,0.007771600484848026,2
177,219676654.0,,KTWO219676654-C07,7.0,9.0,289.13934,-16.130978,LC,-4.3,2.2,-26.6,2.2,,,,,11.137,0.062,10.425999999999998,0.046,10.733,0.03,10.345999999999998,0.04,10.141,0.06,,,9.316,0.023,9.047,0.023,8.952,0.023,10.318,gri,,6296-1416-1,,370-168630,19163344-1607515,AAA-222-111-000-0-0,0.999,0.001,1.0,,,,10.0,4.0,32.0,,,0.0006602,289.13934,-16.130978,289.1393333000001,-16.1309722,191633441607515.0,0.9,,,,,,289.1393333000001,-16.1309722,,,,,,289.1393333000001,-16.1309722,,,,,,0.9,289.1393497430177,-16.1309864232233,0.002,0.002,90.0,4.1841347071641446e+18,289.13934440916,0.0772,-16.13109990455,0.0796,2.1748,0.1198,-1.19,0.149,-26.357,0.12,True,1398240.0,661.988,10.32441,750591.0,652.5169999999998,10.66288,918434.0,1276.14,9.854301,0.808579,40.32,1.85,7.0,5884.8,,0.2595666666666666,3.28,11.606,0.04533,19163344-1607515,289.139352,-16.130993,0.06,0.06,90.0,9.22077367937267,8.99065946212411,8.91564894080758,0.023810761180975228,0.02328701687180971,0.023119914110679367,AAA,222.0,0.0,2451319.796,0.068104,8.864289139499304e+16,289.139352,-16.130993,0.052000000000000005,0.052000000000000005,90.0,1140924416.0,136.0,51319.29599537,4.0,41.0,,,32888.0,,,16504.0,,,65656.0,,,114808.0,,,32888.0,0.068104,0.2030153846153846,0.4633076923076923,,,0.0005139133838883294,0.0009434613037323953,0.00150755492215873,0.5490123333333334,0.33316628513571733,,,,,,,,,,,0.12012907862663269,0.007771600484848026,2
178,219684426.0,,KTWO219684426-C07,7.0,9.0,288.610485,-16.109477,SC,-2.9,2.0,-26.8,2.1,,,,,11.019,0.055,10.428,0.046,10.772,0.09,10.287,0.02,10.108,0.06,,,9.332,0.024,9.056,0.024,8.919,0.019,10.307,gri,,6296-270-1,,370-167692,19142651-1606340,AAA-222-111-000-0-0,0.997,0.003,1.0,,,,10.0,4.0,32.0,,,0.003,288.610485,-16.109477,288.6104583,-16.1094444,191426511606340.0,0.9,288.610497152,-16.109478012100002,0.502615253322234,219684426.0,0.18082733347710084,288.610477726,-16.10946120605,4.0880712309292257e+18,288.61049,-16.10959,0.9,0.4655975308587346,288.6104807945,-16.1094934045375,288.61049447683996,-16.10959291436,4.0880712309292257e+18,1.0,0.3613474381621443,0.8256538133305585,288.61049715196214,-16.1094780120594,0.001,0.001,90.0,4.0880712309292273e+18,288.61049447683996,0.05,-16.10959291436,0.0381,3.3224,0.0542,-0.597,0.09,-26.686999999999998,0.073,False,1423620.0,638.955,10.304878,763194.0,912.091,10.644801,942230.0,615.915,9.826528,0.818274,40.78,0.81,2.0,5649.28,,0.2595666666666666,2.37,5.138999999999999,0.042187,19142651-1606340,288.61048999999997,-16.109465,0.06,0.06,90.0,9.276510999763758,9.023169999860228,8.897817999909819,0.02494943825294939,0.02433656320790449,0.019177389674926718,AAA,222.0,0.0,2450952.7681,0.046533,8.866288610502894e+16,288.61049457,-16.10958922,0.001,0.001,90.0,1409441792.0,168.0,51486.26890046,2.0,57.0,,,114788.0,,,68.0,,,68.0,,,68.0,,,114788.0,0.405346,0.2030153846153846,0.4633076923076923,,,0.0004871952771262433,0.0012967855424020802,0.0007094899818395686,0.5587073333333333,0.33316481767863254,,,,,,,,,,,0.07000000029802322,0.00859999820590019,10
