        B,        I,        MP,        R,        V,       Kp,      DEC,    PM_RA,   PM_DEC,  H_2MASS,  J_2MASS,  K_2MASS ID,RA
15.1881,13.8182,5.606,14.0466,14.321,14.141539999999999,11.634155,2.5554,-6.5099,12.220999999999998,12.675,   12.164  0000554,132.51017
20.3173,17.0517,79.2984,17.9493,18.6365,17.94435,11.636056,2.238,2.0877,15.116,14.754000000000001,   14.883  0000555,132.82353999999998
14.418,13.6556,97.6985,13.694,13.8142,13.75363,11.635888000000001,0.4954,1.6222,12.439,12.692,   12.398  0000558,132.62091999999998
-99.999,17.1929,47.8249,18.6995,-99.999,18.48398,11.634836,6.114,9.398,15.09,15.722000000000001,   14.783  0000561,132.3854
16.0341,14.8235,98.3603,14.9419,15.222,15.1258,11.6378,0.8098,0.9752,13.437999999999999,13.807,   13.336  0000562,132.85505
20.3481,17.1797,90.9596,18.2064,19.0312,18.17525,11.63647,-2.9648,-0.135,15.298,15.823,   14.970  0000563,132.59259
18.1109,15.8953,0.0,16.4493,16.9537,16.549789999999998,11.638016,11.8467,4.0622,14.046,14.673,   13.810  0000564,132.88302
19.3194,17.8575,26.7782,18.1852,18.4888,18.30106,11.637157,10.0199,1.5077,16.349,16.581,   16.405  0000565,132.70036000000002
-99.999,17.8561,67.0699,19.3169,19.8153,19.20828,11.638413,1.5954,-5.4189,15.762,16.412,   15.499  0000567,132.91245
17.431,15.6046,0.3829,15.9951,16.3973,16.10785,11.636107,4.0667,-9.3675,13.972000000000001,14.495999999999999,   13.866  0000569,132.42093
20.9854,16.9502,87.341,18.5842,19.4829,18.34229,11.639348,-11.8119,12.9792,14.789000000000001,15.497,   14.722  0000570,132.94564
15.164,14.2557,99.1565,14.2638,14.5113,14.41975,11.64053,0.5257,-0.215,12.979000000000001,13.243,   12.891  0000574,132.78343
13.2805,12.5565,99.4529,12.5914,12.6976,12.999830000000001,11.642379,0.3836,0.3615,11.312000000000001,11.567,   11.276  0000578,132.97271
15.6408,14.5611,98.5875,14.7404,15.6934,14.85189,11.642053,0.786,0.9448,13.06,13.494000000000002,   13.018  0000579,132.8692
18.286,17.5427,0.0537,17.5402,17.7727,17.7209,11.642417,11.9901,2.1641,16.262999999999998,16.807000000000002,   16.022  0000581,132.90896999999998
17.2456,15.4019,0.0858,15.8334,16.259,15.91666,11.642656,-4.026,5.8154,13.626,14.175,   13.521  0000583,132.89021
-99.999,17.4445,16.748,19.3121,19.794,18.93198,11.642632,31.9679,-3.9743,15.282,15.870999999999999,   15.019  0000584,132.8267
14.28,13.5292,99.5114,13.5142,13.7032,13.65378,11.643557000000001,0.357,0.0741,12.365,12.595999999999998,   12.251  0000588,132.86033
15.002,14.1713,0.0,14.1811,14.3988,14.3224,11.645861,24.476,-3.4873,12.849,13.145999999999999,   12.754  0000596,132.94083
20.2869,16.8596,86.7163,17.9596,18.709,17.929470000000002,11.646246000000001,0.9176,2.6902,14.779000000000002,15.587,   14.569  0000598,132.93243
19.826,19.1005,60.335,19.0548,19.3604,19.24475,11.646339,5.7811,-1.9621,-99.999,-99.999,  -99.999  0000599,132.78805
15.0125,14.2555,97.8553,14.3507,15.2878,14.448210000000001,11.644932,-4.5498,-0.8045,13.005999999999998,13.318,   12.985  0000600,132.53999
18.3287,17.2219,0.8159,17.3424,17.6338,17.65251,11.645081,10.0089,-10.981,15.78,16.041,   15.267  0000601,132.53656
-99.999,18.1833,34.4565,18.859,18.491,18.30181,11.646194,9.975,7.7344,15.535,16.4,   14.974  0000603,132.70254
20.0247,18.9102,50.1047,19.0317,19.3861,19.24311,11.646214,6.673,-9.2554,-99.999,-99.999,  -99.999  0000604,132.67145
18.3395,17.2867,6.9846,17.4671,17.733,17.590510000000002,11.646462,9.456,3.1202,16.099,16.656,   15.586  0000605,132.69187
17.1753,16.2486,5.3274,16.3175,16.5577,16.45876,11.647249,4.5085,-3.5588,14.945,15.224,   14.998  0000607,132.79275
15.2514,14.2795,99.4322,14.3353,14.5515,14.4916,11.647789999999999,0.1091,-0.0397,12.952,13.312999999999999,   12.942  0000608,132.84945
19.4721,16.2728,96.3048,17.3331,18.0516,17.29885,11.647235,-0.8628,1.3323,14.174000000000001,14.908,   14.006  0000609,132.70842
19.1951,18.1959,11.0966,18.2942,18.6153,18.523229999999998,11.649082,11.2265,2.7135,-99.999,-99.999,  -99.999  0000611,132.96501999999998
14.5375,13.7247,99.3621,13.8052,13.9674,13.887720000000002,11.648954,0.3855,0.6604,12.522,12.785,   12.452  0000612,132.90063999999998
14.1188,13.4426,99.4928,13.3958,13.5811,13.53989,11.649692,-0.0341,0.4916,12.245,12.492,   12.181  0000615,132.93719
18.523,-99.999,0.0,17.1336,17.7653,17.33578,11.649602999999999,41.9504,9.7215,15.054,15.618,   14.797  0000616,132.85813000000002
20.0662,18.5924,46.2185,18.848,19.2773,19.038610000000002,11.64902,9.7078,3.6975,-99.999,-99.999,  -99.999  0000617,132.68336000000002
17.602,16.0281,0.0,16.3262,16.6941,16.4694,11.650511,11.6546,4.6801,14.446,14.936,   14.284  0000618,132.91173
19.3478,16.7928,49.4078,17.5095,18.2679,17.49259,11.647828,5.6191,4.463,14.865,15.59,   14.781  0000619,132.37651
20.6348,17.2248,68.6019,18.6071,19.8162,18.47873,11.649221,0.0678,9.1803,15.22,15.799000000000001,   14.918  0000624,132.47758000000002
19.352,16.358,96.7364,17.2326,17.9617,17.25704,11.649633,-7.9652,2.032,14.300999999999998,14.953,   14.107  0000625,132.51792
14.1938,13.5945,0.0005,13.5191,13.6779,13.648129999999998,11.652353999999999,4.8354,3.4199,12.402999999999999,12.635,   12.366  0000628,132.83989
15.699,14.6137,99.3993,14.6744,14.936,14.837,11.654102,0.3125,-0.0692,13.25,13.591,   13.147  0000634,132.84662
20.3031,18.2049,44.9709,18.6809,19.4048,18.83269,11.65283,7.2312,8.21,15.927999999999999,16.789,   15.525  0000635,132.63445
19.8574,16.3772,0.0168,17.6482,18.3293,17.54563,11.654810000000001,11.7002,10.7204,14.508,15.035,   14.108  0000640,132.88529
19.4007,18.8633,2.2398,18.7833,18.9834,18.945629999999998,11.65467,13.038,0.8747,-99.999,-99.999,  -99.999  0000643,132.65683
16.6636,15.4102,43.0295,15.6085,15.8564,15.7129,11.654242,6.3713,0.4234,13.812999999999999,14.298,   13.751  0000644,132.53433
14.0772,12.2469,0.1693,12.5362,13.0409,12.69358,11.656128,1.2637,-6.8267,10.462,10.995,   10.314  0000645,132.74902
-99.999,17.9368,57.7791,19.4067,20.1973,19.12433,11.656983,-1.9952,6.154,15.878,16.739,   15.377  0000650,132.66626000000002
18.3255,16.0967,98.9752,16.5836,17.1508,16.74069,11.658902000000001,-0.8346,0.3897,14.286,14.925,   14.256  0000653,132.89833000000002
-99.999,17.5775,61.1018,18.8463,19.2721,18.76749,11.659867,0.4187,7.3775,15.460999999999999,16.244,   15.342  0000656,132.96358
18.8369,16.006,97.9887,16.7931,17.4338,16.82674,11.658988,-0.0615,1.5378,14.085999999999999,14.747,   13.795  0000657,132.81196
15.0049,14.1758,9.5505,13.4197,13.5312,13.53515,11.659999000000001,3.8368,-0.7304,12.228,12.5,   12.154  0000659,132.82333
16.9519,15.2228,99.4547,15.5811,15.923,15.66583,11.660395,0.057,-0.2613,13.525,14.026,   13.377  0000661,132.80579
19.7458,17.1046,94.0628,17.8157,18.3905,17.88255,11.658589,-4.3355,2.0318,15.085999999999999,15.85,   14.951  0000662,132.46555
20.7531,17.5667,52.3517,18.4203,19.2205,18.51236,11.661234,6.2857,-5.4227,15.615,16.137,   15.123  0000663,132.90108
13.3747,12.4128,0.0,12.4042,12.6612,12.56555,11.660442999999999,5.0426,5.9069,11.068,11.380999999999998,   11.004  0000664,132.75346000000002
14.3105,13.5169,99.5003,13.5789,13.712,13.654179999999998,11.661124000000001,0.3507,0.1412,12.345,12.595,   12.280  0000665,132.83663
19.9499,17.2443,10.8913,17.9766,18.767,18.06846,11.661767999999999,12.3854,-1.3558,15.275,15.793,   15.098  0000669,132.82606
18.6613,17.849,0.2081,17.9856,18.154,18.07674,11.661192,13.3792,-0.2519,-99.999,-99.999,  -99.999  0000670,132.71719
19.0563,18.6219,1.7303,18.5816,18.7881,18.69465,11.661980999999999,11.8617,6.8954,-99.999,-99.999,  -99.999  0000672,132.70678
15.1029,14.0084,99.4803,14.1955,14.4027,14.28936,11.663027,-0.133,0.6116,12.565,12.956,   12.427  0000673,132.89807
15.387,14.115,83.2415,14.344,14.5532,14.3922,11.661528,3.5137,-1.2317,12.550999999999998,12.98,   12.482  0000674,132.56626
19.3771,18.4095,19.5212,18.4756,18.8091,18.73852,11.663685000000001,10.9397,-5.1926,-99.999,-99.999,  -99.999  0000675,132.96031000000002
-99.999,17.8157,49.4533,19.4536,20.0952,19.19267,11.660694,10.4423,-3.1553,15.674000000000001,16.143,   15.285  0000676,132.41278
15.3889,14.3671,99.4388,14.4357,14.6743,14.572289999999999,11.664108,0.3362,-0.319,13.034,13.377,   13.003  0000679,132.79491000000002
14.0453,13.2833,98.7295,13.3075,13.4679,13.400889999999999,11.663708999999999,0.4385,1.139,12.142999999999999,12.341,   12.032  0000680,132.67711
13.6547,12.9654,99.5025,12.924,13.1148,13.05925,11.664579,0.1523,-0.2006,11.735,12.025,   11.703  0000682,132.74886999999998
15.4604,14.2227,99.4969,14.3685,14.6401,14.51409,11.666205999999999,0.1233,0.0552,12.78,13.169,   12.707  0000684,132.9574
19.2765,16.1877,96.6078,17.1524,17.9098,17.17278,11.666079,-0.6842,1.9206,14.265,14.855,   14.037  0000685,132.91061000000002
13.2617,12.4936,98.9797,12.4725,12.6864,12.587760000000001,11.665728999999999,0.3413,1.1879,11.244000000000002,11.513,   11.177  0000687,132.6433
16.3022,14.1816,0.0,14.5844,15.1691,14.736170000000001,11.666511,7.8251,25.9993,12.244000000000002,12.862,   12.129  0000688,132.75777
17.018,15.996,0.001,16.0842,16.2872,16.207060000000002,11.666865,8.4274,4.3902,14.657,15.014000000000001,   14.560  0000689,132.79711
19.3027,16.6312,92.5525,17.3523,18.0727,17.447670000000002,11.667419,0.8706,1.0473,14.651,15.283,   14.379  0000690,132.86641
15.2907,13.6137,0.0,13.8856,14.2266,13.87372,11.666121,10.1648,-16.7811,11.708,12.24,   11.599  0000691,132.60081
-99.999,17.8125,67.1719,19.1294,19.3775,18.9692,11.667177,-2.0018,1.3276,15.522,16.459,   15.400  0000692,132.75262
20.1205,18.0694,49.1918,18.445,19.0292,18.5804,11.667589,7.0624,-3.299,15.992,16.879,   15.953  0000693,132.79336999999998
14.2744,13.5405,99.1891,13.5312,13.674,13.61529,11.667273,-0.0566,-0.1093,12.344000000000001,12.577,   12.259  0000694,132.72116
16.9562,16.1903,0.0011,16.2068,16.3656,16.358929999999997,11.670278,6.042,5.3689,14.985999999999999,15.234000000000002,   14.840  0000699,132.93063999999998
17.4476,15.6466,97.0073,16.0508,16.4109,16.14882,11.668933,0.1618,2.2567,13.927999999999999,14.578,   13.908  0000700,132.68691
15.7263,14.9224,0.0,14.9836,15.1388,15.075460000000001,11.668238,8.9526,-2.8834,13.682,14.007,   13.620  0000701,132.55338999999998
14.8079,13.5474,0.0,13.6633,14.0241,13.823120000000001,11.670155000000001,-25.105,6.997,12.009,12.43,   11.919  0000703,132.86004
16.9017,15.3733,99.3562,15.6304,15.9829,15.75249,11.670141000000001,0.0197,0.1945,13.722999999999999,14.205,   13.633  0000704,132.76981
14.3409,13.6017,99.4749,13.5643,13.7501,13.687729999999998,11.671016999999999,0.4305,-0.4729,12.376,12.638,   12.337  0000705,132.82935
17.7996,16.0539,0.0,16.4245,16.844,16.50931,11.669953,-4.6945,-22.8816,14.183,14.743,   14.144  0000706,132.57335
16.423,15.8281,92.5607,15.2548,15.6164,15.30821,11.668855,0.2319,4.9389,13.329,13.821,   13.256  0000708,132.37017
19.7193,18.3127,24.7383,18.4551,18.9191,18.664089999999998,11.672439,15.2414,1.3812,-99.999,-99.999,  -99.999  0000709,132.89514
-99.999,17.8639,63.4491,19.1349,19.3998,19.03657,11.674219,1.9746,3.9313,15.700999999999999,16.331,   15.343  0000714,132.91642
17.1561,15.4657,0.0,15.8363,16.2476,15.92871,11.673119999999999,24.0188,-10.1433,13.802,14.343,   13.704  0000715,132.70058999999998
20.842,17.1828,38.7872,18.5193,19.435,18.40099,11.672221,7.3873,1.0497,15.155999999999999,15.85,   14.937  0000720,132.44031
-99.999,17.641,74.8618,18.9225,19.3896,18.77618,11.674971000000001,-0.7812,2.6675,16.116,16.234,   15.301  0000722,132.84505
20.7194,18.5999,46.091,19.1463,19.8962,19.29233,11.675491000000001,8.6205,0.2038,-99.999,-99.999,  -99.999  0000723,132.90534
15.5413,14.5241,99.3805,14.6064,14.7933,14.711529999999998,11.675057,0.6203,0.0018,13.135,13.517999999999999,   13.102  0000724,132.81601
13.9883,13.2513,99.6582,13.2324,13.4313,13.37316,11.675265,-0.0256,-0.0709,12.020999999999999,12.287,   11.964  0000725,132.7652
19.9328,19.3501,45.3542,19.3385,19.7613,19.52684,11.676169999999999,8.1959,-8.0723,-99.999,-99.999,  -99.999  0000727,132.87321
14.6566,13.9081,0.0026,13.9056,14.0731,14.03739,11.67685,3.9209,-3.7295,12.674000000000001,12.98,   12.635  0000730,132.82783999999998
20.5185,17.6024,2.8107,18.3556,19.0995,18.42628,11.675723,-33.6933,-27.0218,15.860999999999999,16.367,   15.584  0000731,132.6083
20.5608,17.3042,82.0335,18.3347,19.1224,18.30872,11.677342,-1.1563,-0.88,15.335999999999999,15.92,   14.906  0000732,132.84229
16.1371,15.3803,0.0,15.3915,15.5578,15.52333,11.676271,11.069,1.72,14.2,14.488,   14.151  0000733,132.61943
16.8391,15.1497,0.0,15.485,15.8854,15.600439999999999,11.675373,7.5333,-14.8449,13.4,13.947000000000001,   13.317  0000735,132.44256000000001
21.3432,18.4286,45.105,19.1398,19.5614,19.21576,11.677042,14.0146,-2.3901,-99.999,-99.999,  -99.999  0000737,132.70637
16.1792,14.9512,99.458,15.084,15.3775,15.230129999999999,11.678118,-0.0288,-0.2303,13.495,13.874,   13.403  0000740,132.75284
14.3654,13.4915,0.0,13.5693,13.7129,13.67252,11.678697,14.9463,-6.8954,12.216,12.530999999999999,   12.164  0000743,132.72263
17.3631,16.2152,0.0,16.3769,16.6625,16.52561,11.679762,12.8038,-3.6916,14.745,15.200999999999999,   14.590  0000745,132.86023
18.4659,16.7854,0.0003,17.0992,17.5025,17.23637,11.678108,19.9269,-3.7027,15.145999999999999,15.684000000000001,   14.874  0000747,132.44118999999998
19.0979,17.5714,2.5911,17.8218,18.1893,17.929479999999998,11.680789,10.5616,0.5468,15.823,16.463,   15.450  0000748,132.8524
13.9573,13.2167,99.6429,13.1887,13.389,13.33397,11.681564999999999,-0.1519,-0.4755,11.984000000000002,12.251,   11.905  0000750,132.97121
20.7203,16.5149,0.0,18.4375,19.266,18.023310000000002,11.6811,24.3238,7.3591,14.377,14.958,   14.092  0000752,132.77172
19.0988,16.5013,97.2957,17.2509,17.921,17.31201,11.681443,-0.9847,1.2525,14.546,15.255,   14.412  0000755,132.66795
15.9733,14.7331,0.0001,14.8725,15.1487,15.013620000000001,11.683200999999999,7.0624,0.9296,13.23,13.642999999999999,   13.067  0000757,132.92917
18.7878,16.3559,98.0376,16.8893,17.5155,17.0209,11.682747,0.2528,0.0493,14.415,15.064,   14.214  0000758,132.84411
14.2886,13.5559,99.0378,13.5864,13.702,13.58606,11.682039,-0.2948,1.0129,12.315999999999999,12.612,   12.283  0000759,132.59011
-99.999,17.8024,58.0184,19.2103,19.6305,19.05102,11.681811999999999,-5.823,-0.9407,15.792,16.305999999999997,   15.794  0000760,132.54664
20.1691,16.8966,91.4589,17.9093,18.6059,17.89164,11.682828,-0.3329,1.0502,14.892000000000001,15.488,   14.657  0000761,132.69142
18.0767,15.6643,98.3709,16.2141,16.7325,16.29308,11.684443,0.7259,-0.7299,13.681,14.347999999999999,   13.580  0000764,132.82668999999999
17.0125,15.6984,0.0,15.8895,16.1787,16.01442,11.685126,6.0944,6.5482,14.184000000000001,14.595999999999998,   14.111  0000769,132.84572
18.4099,17.5926,0.0,17.6994,17.8928,17.841829999999998,11.686128,15.0397,-14.5742,16.095,16.597,   16.040  0000771,132.89863
15.1833,14.2695,99.4348,14.3134,14.4955,14.43515,11.685868,0.3494,-0.4493,12.985,13.305,   12.964  0000773,132.80973999999998
16.7256,15.8416,0.0,15.8556,16.0855,16.01184,11.686575,9.8245,-8.2392,14.378,14.843,   14.471  0000774,132.82818999999998
17.7546,15.3902,0.0,16.0196,16.5433,16.06723,11.686164999999999,22.5238,-12.4835,13.421,14.112,   13.322  0000775,132.77899
18.9405,16.9941,0.0,17.3373,17.8518,17.40902,11.687719,17.573,3.7806,15.335,15.797,   14.900  0000781,132.73623
18.0051,16.8457,3.0029,17.0285,17.237,17.1429,11.687948,6.7615,2.3975,15.37,15.905,   15.401  0000783,132.71062
19.7792,15.8282,0.0001,17.5343,18.1718,17.25838,11.688058999999999,15.5369,-12.329,13.725999999999999,14.423,   13.532  0000784,132.66565
19.6933,17.1334,35.1189,17.744,18.315,17.80702,11.689061,5.989,3.5839,15.17,15.805,   15.065  0000787,132.73559
-99.999,17.6357,76.8627,18.9885,19.2898,18.86091,11.69002,-4.2241,-1.8726,15.625,16.311,   15.504  0000790,132.79493
19.9957,15.9892,94.076,17.795,18.5957,17.43295,11.690141,-15.0476,-1.5037,13.902000000000001,14.515999999999998,   13.691  0000793,132.65678
17.597,15.6513,99.4225,16.0737,16.565,16.18947,11.69167,-0.5084,0.0807,13.888,14.437000000000001,   13.754  0000794,132.91005
16.8638,15.3802,99.1478,15.5913,15.9301,15.75092,11.69153,0.0966,-1.3739,13.860999999999999,14.231,   13.642  0000795,132.82617
20.4291,17.3066,60.1214,18.3121,19.0476,18.29393,11.689227,4.5039,1.5465,15.2,15.812000000000001,   15.128  0000796,132.41528
15.9974,15.0178,0.0,15.1864,15.3401,15.2679,11.691674,9.4634,-0.1043,13.637,14.067,   13.662  0000798,132.72568
20.0372,16.7159,85.573,17.8186,18.4968,17.75841,11.692669,2.0526,1.081,14.665999999999999,15.276,   14.440  0000800,132.77696
20.4069,18.6766,48.8652,19.0117,19.4817,18.9384,11.692528,6.85,2.6515,-99.999,-99.999,  -99.999  0000801,132.66723000000002
20.833,18.2713,35.6485,18.8454,19.1642,18.7578,11.693658000000001,8.3736,1.7737,16.162,16.719,   15.153  0000805,132.72121
11.2825,9.3907,97.0546,9.4325,9.8721,10.45722,11.692411,-5.0395,2.6003,6.915,7.542000000000001,    6.693  0000806,132.48674
19.1397,16.5782,97.372,17.2419,17.8391,17.30497,11.694331,-0.0201,0.3249,14.635,15.185,   14.388  0000807,132.73056
20.139,16.7213,91.4216,17.8963,18.7054,17.82783,11.695348,0.147,0.2437,14.658,15.270999999999999,   14.262  0000808,132.87667
-99.999,17.2533,11.0954,19.0868,19.4416,18.602829999999997,11.693309,30.5463,-3.0226,15.206,15.706,   14.863  0000809,132.45148
13.5895,12.4921,99.5962,12.5715,12.7902,12.710980000000001,11.695814,0.1119,-0.3585,11.102,11.445,   10.997  0000812,132.78961
13.8015,13.0664,99.6581,13.0571,13.2307,13.19875,11.697491000000001,-0.0646,0.1829,11.887,12.12,   11.802  0000815,132.93605
16.5712,14.9925,99.5695,15.2872,15.6285,15.418220000000002,11.696914,-0.3115,0.1469,13.373,13.867,   13.235  0000816,132.77903
21.0848,16.8788,61.3257,18.5079,19.23,18.251160000000002,11.696926,0.8744,7.3574,14.777000000000001,15.33,   14.522  0000818,132.76873
17.8343,16.5944,0.0364,16.7534,17.0299,16.89565,11.696972,8.807,2.115,15.210999999999999,15.618,   14.986  0000821,132.68195
17.8946,16.6145,29.0312,16.7747,17.079,17.158279999999998,11.69617,5.371,-0.2886,15.144,15.668,   15.002  0000823,132.45286000000002
18.2176,15.9349,0.0983,16.4264,17.0116,16.56204,11.69877,5.6692,3.956,14.001,14.661,   13.862  0000824,132.8683
17.241,16.4008,0.0,16.4303,16.6367,16.58417,11.699652,12.8069,0.1519,15.23,15.423,   15.201  0000825,132.86365
14.1006,13.3655,99.603,13.3926,13.5331,13.47875,11.699662,-0.0978,0.4813,12.167,12.42,   12.075  0000827,132.75548
15.4148,14.2118,99.6122,14.3297,14.6009,14.464720000000002,11.701423,0.0176,0.0803,12.737,13.142999999999999,   12.674  0000831,132.88572
17.7272,16.8702,6.7576,16.9225,17.1453,17.077939999999998,11.702814,6.5334,2.9066,15.546,16.021,   15.541  0000834,132.9397
16.1635,15.5351,30.9621,15.5451,15.6895,15.657670000000001,11.703005000000001,4.0034,0.1814,14.484000000000002,14.627,   14.319  0000835,132.91493
16.3047,15.5643,0.0,15.5349,15.7448,15.70969,11.703301,10.8554,3.5461,14.335999999999999,14.626,   14.263  0000837,132.87166000000002
18.3652,16.1095,95.3323,16.6841,17.2397,16.76417,11.700683999999999,0.4293,0.3905,14.265999999999998,14.873,   14.118  0000838,132.40443
14.0444,13.0896,0.0,13.2358,13.3632,13.232289999999999,11.703354,-20.8121,0.1801,11.783,12.104000000000001,   11.696  0000840,132.74342
13.4735,12.8295,97.1055,12.8046,12.9454,12.90952,11.702715,1.2457,1.3624,11.654000000000002,11.899000000000001,   11.587  0000841,132.61808
14.6828,13.88,99.1844,13.9158,14.0733,14.02329,11.703194,-0.1047,0.9781,12.671,12.959000000000001,   12.559  0000842,132.66872
19.7427,18.8817,49.1717,18.9544,19.2129,19.1205,11.703828999999999,8.5389,-2.3017,-99.999,-99.999,  -99.999  0000844,132.71674
14.8034,13.9755,62.8949,14.0252,14.2156,14.122770000000001,11.702683,-5.4747,3.2186,12.742,13.037,   12.666  0000845,132.50352
-99.999,17.9166,60.248,19.3043,19.7914,19.095129999999997,11.705967999999999,-1.8041,1.079,16.037,16.516,   15.454  0000847,132.8886
17.4972,16.0018,0.1069,16.2536,16.6012,16.397679999999998,11.704705,7.4492,4.232,14.499,14.925999999999998,   14.385  0000848,132.62658000000002
14.639,13.8683,99.3324,13.8731,14.0512,13.998560000000001,11.706339999999999,0.5617,-0.4064,12.593,12.878,   12.540  0000850,132.95193
18.1557,17.1905,22.7197,17.3032,17.5379,17.4417,11.704925,7.4175,0.3927,16.011,16.057000000000002,   15.904  0000851,132.62339
19.6444,16.7798,93.6481,17.5695,18.237,17.613020000000002,11.706461000000001,0.0681,0.5038,14.709000000000001,15.405999999999999,   14.574  0000853,132.86181000000002
15.1501,14.3918,3.6916,14.3905,14.5652,14.5217,11.706636,3.7337,0.7657,13.169,13.44,   13.162  0000855,132.76666
17.6845,15.821,98.5066,16.1712,16.6517,16.32856,11.707804,0.6092,0.391,14.085,14.63,   14.119  0000858,132.91523
16.1165,14.9236,98.9761,15.0291,15.3119,15.19995,11.708249,0.7224,-0.2398,13.467,13.878,   13.418  0000861,132.94624
15.7358,14.3646,69.0145,14.6401,14.867,14.69701,11.706914999999999,3.0086,2.4992,12.699000000000002,13.227,   12.642  0000862,132.56444
16.5894,14.6985,8.4245,15.0793,15.5212,15.86485,11.706613,6.7074,2.6123,12.92,13.487,   12.798  0000863,132.50583999999998
20.3159,16.8499,92.4166,18.0047,18.7152,17.920189999999998,11.709610000000001,-1.4524,2.1566,14.818,15.435,   14.613  0000868,132.86684
18.0771,16.315,0.857,16.6957,17.1117,16.796570000000003,11.708472,7.0713,4.3639,14.605,15.186,   14.514  0000869,132.62741
